metabs,BIGG,HMDB_comp,name,formula,formula_det,inchi,super_class,class,sub_class,CID
HMDB0004936,gm2_hs_g,HMDB0004936_g,N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion,C49H85N3O25FULLRCO,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@](O[C@]2([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]3([H])C([H])([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@]2([H])O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])N([H])C(=O)C([H])([H])[H])(C([O-])=O)C([H])([H])[C@]([H])(O[H])[C@@]1([H])N([H])C(=O)C([H])([H])[H],unknown,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,20057333
HMDB0004936,gm2_hs_l,HMDB0004936_l,N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion,C49H85N3O25FULLRCO,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@](O[C@]2([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]3([H])C([H])([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@]2([H])O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])N([H])C(=O)C([H])([H])[H])(C([O-])=O)C([H])([H])[C@]([H])(O[H])[C@@]1([H])N([H])C(=O)C([H])([H])[H],unknown,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,20057333
HMDB0004936,gm2_hs_e,HMDB0004936_e,N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion,C49H85N3O25FULLRCO,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@](O[C@]2([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]3([H])C([H])([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@]2([H])O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])N([H])C(=O)C([H])([H])[H])(C([O-])=O)C([H])([H])[C@]([H])(O[H])[C@@]1([H])N([H])C(=O)C([H])([H])[H],unknown,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,20057333
HMDB0005060,eidi1114ac_c,HMDB0005060_c,"Cis,Cis-11,14-Eicosadienoic Acid",C20H35O2,[H]\C(=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C20H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10H,2-5,8,11-19H2,1H3,(H,21,22)/p-1/b7-6+,10-9+",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0005060,eidi1114ac_e,HMDB0005060_e,"Cis,Cis-11,14-Eicosadienoic Acid",C20H35O2,[H]\C(=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C20H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10H,2-5,8,11-19H2,1H3,(H,21,22)/p-1/b7-6+,10-9+",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0005065,odecrn_m,HMDB0005065_m,L-Oleoylcarnitine,C25H47NO4,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/t23-/m0/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
HMDB0005065,odecrn_r,HMDB0005065_r,L-Oleoylcarnitine,C25H47NO4,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/t23-/m0/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
HMDB0005065,odecrn_c,HMDB0005065_c,L-Oleoylcarnitine,C25H47NO4,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/t23-/m0/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
HMDB0005065,odecrn_e,HMDB0005065_e,L-Oleoylcarnitine,C25H47NO4,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/t23-/m0/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
HMDB0005066,M02973_c,HMDB0005066_c,Tetradecanoylcarnitine,C21H41NO4,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C21H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h19H,5-18H2,1-4H3/t19-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
HMDB0005066,M02973_m,HMDB0005066_m,Tetradecanoylcarnitine,C21H41NO4,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C21H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h19H,5-18H2,1-4H3/t19-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
HMDB0005073,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0005082,C06315_e,HMDB0005082_e,Lipoxin B4,C20H31O5,[H]O[C@]([H])(C([H])=C([H])C([H])=C([H])C(\[H])=C(/[H])\C(\[H])=C(/[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H32O5/c1-2-3-8-14-18(22)19(23)15-10-7-5-4-6-9-12-17(21)13-11-16-20(24)25/h4-7,9-10,12,15,17-19,21-23H,2-3,8,11,13-14,16H2,1H3,(H,24,25)/p-1/b6-4-,7-5+,12-9-,15-10+/t17-,18+,19-/s2",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0005082,C06315_c,HMDB0005082_c,Lipoxin B4,C20H31O5,[H]O[C@]([H])(C([H])=C([H])C([H])=C([H])C(\[H])=C(/[H])\C(\[H])=C(/[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H32O5/c1-2-3-8-14-18(22)19(23)15-10-7-5-4-6-9-12-17(21)13-11-16-20(24)25/h4-7,9-10,12,15,17-19,21-23H,2-3,8,11,13-14,16H2,1H3,(H,24,25)/p-1/b6-4-,7-5+,12-9-,15-10+/t17-,18+,19-/s2",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0005087,CE2445_e,HMDB0005087_e,"6-Trans-Leukotriene B4 (5S,12R-Dihydroxy-6E,8E,10E,14Z-Eicosatetraenoic Acid)",C20H31O4,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])[C@]([H])(O[H])C(\[H])=C(/[H])\C(\[H])=C(/[H])\C(\[H])=C(/[H])[C@]([H])(O[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1S/C20H32O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h6-11,14-15,18-19,21-22H,2-5,12-13,16-17H2,1H3,(H,23,24)/b8-7+,9-6-,14-10+,15-11+/t18-,19-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0005087,CE2445_c,HMDB0005087_c,"6-Trans-Leukotriene B4 (5S,12R-Dihydroxy-6E,8E,10E,14Z-Eicosatetraenoic Acid)",C20H31O4,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])[C@]([H])(O[H])C(\[H])=C(/[H])\C(\[H])=C(/[H])\C(\[H])=C(/[H])[C@]([H])(O[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1S/C20H32O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h6-11,14-15,18-19,21-22H,2-5,12-13,16-17H2,1H3,(H,23,24)/b8-7+,9-6-,14-10+,15-11+/t18-,19-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0005102,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0005175,NA,NA,NA,NA,NA,NA,Benzenoids,Phenols,Methoxyphenols,151276
HMDB0005199,C09642_c,HMDB0005199_c,(-)-Salsolinol,C10H14NO2,[H]OC1=C([H])C2=C(C([H])=C1O[H])[C@]([H])(C([H])([H])[H])[N+]([H])([H])C([H])([H])C2([H])[H],"InChI=1S/C10H13NO2/c1-6-8-5-10(13)9(12)4-7(8)2-3-11-6/h4-6,11-13H,2-3H2,1H3/p+1/t6-/m0/s1",Organoheterocyclic compounds,Tetrahydroisoquinolines,NA,NA
HMDB0005199,C09642_e,HMDB0005199_e,(-)-Salsolinol,C10H14NO2,[H]OC1=C([H])C2=C(C([H])=C1O[H])[C@]([H])(C([H])([H])[H])[N+]([H])([H])C([H])([H])C2([H])[H],"InChI=1S/C10H13NO2/c1-6-8-5-10(13)9(12)4-7(8)2-3-11-6/h4-6,11-13H,2-3H2,1H3/p+1/t6-/m0/s1",Organoheterocyclic compounds,Tetrahydroisoquinolines,NA,NA
HMDB0005869,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0005896,hestratriol_e,HMDB0005896_e,4-Hydroxyestradiol,C18H24O3,[H]OC1=C([H])C([H])=C2C(=C1O[H])C([H])([H])C([H])([H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])(O[H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]21[H],"InChI=1S/C18H24O3/c1-18-9-8-11-10-4-6-15(19)17(21)13(10)3-2-12(11)14(18)5-7-16(18)20/h4,6,11-12,14,16,19-21H,2-3,5,7-9H2,1H3/t11-,12-,14+,16+,18+/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,5282360
HMDB0005896,hestratriol_c,HMDB0005896_c,4-Hydroxyestradiol,C18H24O3,[H]OC1=C([H])C([H])=C2C(=C1O[H])C([H])([H])C([H])([H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])(O[H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]21[H],"InChI=1S/C18H24O3/c1-18-9-8-11-10-4-6-15(19)17(21)13(10)3-2-12(11)14(18)5-7-16(18)20/h4,6,11-12,14,16,19-21H,2-3,5,7-9H2,1H3/t11-,12-,14+,16+,18+/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,5282360
HMDB0005896,hestratriol_l,HMDB0005896_l,4-Hydroxyestradiol,C18H24O3,[H]OC1=C([H])C([H])=C2C(=C1O[H])C([H])([H])C([H])([H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])(O[H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]21[H],"InChI=1S/C18H24O3/c1-18-9-8-11-10-4-6-15(19)17(21)13(10)3-2-12(11)14(18)5-7-16(18)20/h4,6,11-12,14,16,19-21H,2-3,5,7-9H2,1H3/t11-,12-,14+,16+,18+/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,5282360
HMDB0005896,hestratriol_r,HMDB0005896_r,4-Hydroxyestradiol,C18H24O3,[H]OC1=C([H])C([H])=C2C(=C1O[H])C([H])([H])C([H])([H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])(O[H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]21[H],"InChI=1S/C18H24O3/c1-18-9-8-11-10-4-6-15(19)17(21)13(10)3-2-12(11)14(18)5-7-16(18)20/h4,6,11-12,14,16,19-21H,2-3,5,7-9H2,1H3/t11-,12-,14+,16+,18+/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,5282360
HMDB0006044,CE2172_c,HMDB0006044_c,"6,7-Dihydroxy-1,2,3,4-Tetrahydroisoquinoline",C9H12NO2,[H]OC1=C([H])C2=C(C([H])=C1O[H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H],"InChI=1S/C9H11NO2/c11-8-3-6-1-2-10-5-7(6)4-9(8)12/h3-4,10-12H,1-2,5H2/p+1",Organoheterocyclic compounds,Tetrahydroisoquinolines,NA,36937
HMDB0006044,CE2172_e,HMDB0006044_e,"6,7-Dihydroxy-1,2,3,4-Tetrahydroisoquinoline",C9H12NO2,[H]OC1=C([H])C2=C(C([H])=C1O[H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H],"InChI=1S/C9H11NO2/c11-8-3-6-1-2-10-5-7(6)4-9(8)12/h3-4,10-12H,1-2,5H2/p+1",Organoheterocyclic compounds,Tetrahydroisoquinolines,NA,36937
HMDB0006059,leuktrB4wcooh_c,HMDB0006059_c,W-Carboxy Leukotriene B4,C20H28O6,[H]O[C@@]([H])(C(\[H])=C(/[H])C([H])=C([H])C([H])=C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H30O6/c21-17(11-6-2-1-3-9-15-19(23)24)12-7-4-5-8-13-18(22)14-10-16-20(25)26/h2,4-8,12-13,17-18,21-22H,1,3,9-11,14-16H2,(H,23,24)(H,25,26)/p-2/b5-4?,6-2?,12-7+,13-8?/t17-,18-/s2",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0006059,leuktrB4wcooh_m,HMDB0006059_m,W-Carboxy Leukotriene B4,C20H28O6,[H]O[C@@]([H])(C(\[H])=C(/[H])C([H])=C([H])C([H])=C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H30O6/c21-17(11-6-2-1-3-9-15-19(23)24)12-7-4-5-8-13-18(22)14-10-16-20(25)26/h2,4-8,12-13,17-18,21-22H,1,3,9-11,14-16H2,(H,23,24)(H,25,26)/p-2/b5-4?,6-2?,12-7+,13-8?/t17-,18-/s2",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0006059,leuktrB4wcooh_r,HMDB0006059_r,W-Carboxy Leukotriene B4,C20H28O6,[H]O[C@@]([H])(C(\[H])=C(/[H])C([H])=C([H])C([H])=C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H30O6/c21-17(11-6-2-1-3-9-15-19(23)24)12-7-4-5-8-13-18(22)14-10-16-20(25)26/h2,4-8,12-13,17-18,21-22H,1,3,9-11,14-16H2,(H,23,24)(H,25,26)/p-2/b5-4?,6-2?,12-7+,13-8?/t17-,18-/s2",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0006059,leuktrB4wcooh_e,HMDB0006059_e,W-Carboxy Leukotriene B4,C20H28O6,[H]O[C@@]([H])(C(\[H])=C(/[H])C([H])=C([H])C([H])=C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H30O6/c21-17(11-6-2-1-3-9-15-19(23)24)12-7-4-5-8-13-18(22)14-10-16-20(25)26/h2,4-8,12-13,17-18,21-22H,1,3,9-11,14-16H2,(H,23,24)(H,25,26)/p-2/b5-4?,6-2?,12-7+,13-8?/t17-,18-/s2",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0006059,leuktrB4wcooh_x,HMDB0006059_x,W-Carboxy Leukotriene B4,C20H28O6,[H]O[C@@]([H])(C(\[H])=C(/[H])C([H])=C([H])C([H])=C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H30O6/c21-17(11-6-2-1-3-9-15-19(23)24)12-7-4-5-8-13-18(22)14-10-16-20(25)26/h2,4-8,12-13,17-18,21-22H,1,3,9-11,14-16H2,(H,23,24)(H,25,26)/p-2/b5-4?,6-2?,12-7+,13-8?/t17-,18-/s2",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0006111,12harachd_c,HMDB0006111_c,12 Hydroxy Arachidonic Acid,C20H31O3,[H]OC([H])(C(\[H])=C(\[H])/C(/[H])=C(/[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C20H32O3/c1-2-3-4-5-10-13-16-19(21)17-14-11-8-6-7-9-12-15-18-20(22)23/h7-11,13-14,17,19,21H,2-6,12,15-16,18H2,1H3,(H,22,23)/p-1/b9-7+,11-8-,13-10-,17-14-",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0006111,12harachd_e,HMDB0006111_e,12 Hydroxy Arachidonic Acid,C20H31O3,[H]OC([H])(C(\[H])=C(\[H])/C(/[H])=C(/[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C20H32O3/c1-2-3-4-5-10-13-16-19(21)17-14-11-8-6-7-9-12-15-18-20(22)23/h7-11,13-14,17,19,21H,2-6,12,15-16,18H2,1H3,(H,22,23)/p-1/b9-7+,11-8-,13-10-,17-14-",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0006111,12harachd_r,HMDB0006111_r,12 Hydroxy Arachidonic Acid,C20H31O3,[H]OC([H])(C(\[H])=C(\[H])/C(/[H])=C(/[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C20H32O3/c1-2-3-4-5-10-13-16-19(21)17-14-11-8-6-7-9-12-15-18-20(22)23/h7-11,13-14,17,19,21H,2-6,12,15-16,18H2,1H3,(H,22,23)/p-1/b9-7+,11-8-,13-10-,17-14-",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0006112,CE0737_e,HMDB0006112_e,Malonic Dialdehyde,C3H3O2,[H][C-](C([H])=O)C([H])=O,InChI=1S/C3H3O2/c4-2-1-3-5/h1-3H/q-1,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,10964
HMDB0006112,CE0737_c,HMDB0006112_c,Malonic Dialdehyde,C3H3O2,[H][C-](C([H])=O)C([H])=O,InChI=1S/C3H3O2/c4-2-1-3-5/h1-3H/q-1,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,10964
HMDB0006203,5adtststeroneglc_r,HMDB0006203_r,5Alpha-Dihydrotestosterone Glucuronide,C25H38O8,[H]OC(=O)[C@@]1([H])O[C@@]([H])(O[C@@]2([H])C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@@]5([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[C@]5(C([H])([H])[H])[C@]4([H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C25H38O8/c1-24-9-7-13(26)11-12(24)3-4-14-15-5-6-17(25(15,2)10-8-16(14)24)32-23-20(29)18(27)19(28)21(33-23)22(30)31/h12,14-21,23,27-29H,3-11H2,1-2H3,(H,30,31)/t12-,14-,15-,16+,17-,18-,19-,20+,21-,23+,24-,25-/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA
HMDB0006203,5adtststeroneglc_c,HMDB0006203_c,5Alpha-Dihydrotestosterone Glucuronide,C25H38O8,[H]OC(=O)[C@@]1([H])O[C@@]([H])(O[C@@]2([H])C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@@]5([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[C@]5(C([H])([H])[H])[C@]4([H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C25H38O8/c1-24-9-7-13(26)11-12(24)3-4-14-15-5-6-17(25(15,2)10-8-16(14)24)32-23-20(29)18(27)19(28)21(33-23)22(30)31/h12,14-21,23,27-29H,3-11H2,1-2H3,(H,30,31)/t12-,14-,15-,16+,17-,18-,19-,20+,21-,23+,24-,25-/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA
HMDB0006203,5adtststeroneglc_e,HMDB0006203_e,5Alpha-Dihydrotestosterone Glucuronide,C25H38O8,[H]OC(=O)[C@@]1([H])O[C@@]([H])(O[C@@]2([H])C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@@]5([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[C@]5(C([H])([H])[H])[C@]4([H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C25H38O8/c1-24-9-7-13(26)11-12(24)3-4-14-15-5-6-17(25(15,2)10-8-16(14)24)32-23-20(29)18(27)19(28)21(33-23)22(30)31/h12,14-21,23,27-29H,3-11H2,1-2H3,(H,30,31)/t12-,14-,15-,16+,17-,18-,19-,20+,21-,23+,24-,25-/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA
HMDB0006210,hpdcacrn_m,HMDB0006210_m,Heptadecanoylcarnitine,C24H47NO4,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1/C24H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-24(28)29-22(20-23(26)27)21-25(2,3)4/h22H,5-21H2,1-4H3",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
